x1	x2	rgb
0.4602935946449127	-1.3436057014260931	(0.9054395697054417, 0.5566871621789994, 1.0)
0.45768830777008707	-1.37579454827192	(0.8843216232048783, 0.5607584974354102, 1.0)
0.45096863901568734	-1.358809122453167	(0.8891157072515312, 0.5621508791665002, 1.0)
0.46412039134305194	-1.332289084844846	(0.914894816064947, 0.5539648932272221, 1.0)
0.45696728804255843	-1.3831051267900594	(0.8792774861161518, 0.5617415758847139, 1.0)
0.4518960749930042	-1.3817351418560873	(0.8759744786201076, 0.5638235152926434, 1.0)
0.47190111849040617	-1.3556660992313632	(0.9075936872476036, 0.5526205857451956, 1.0)
0.47308070985784234	-1.3704992528675461	(0.8998500965356016, 0.5534606918920842, 1.0)
0.47691321074909265	-1.3596026790315305	(0.9092551853416224, 0.5507310326061715, 1.0)
0.47336344601247654	-1.3642162861243678	(0.9037690055974378, 0.5527532195653493, 1.0)
0.4649811924591102	-1.340264706384474	(0.911030693454187, 0.5543043514262563, 1.0)
0.4638578161360274	-1.3771269971373237	(0.8885039071135367, 0.558169448182145, 1.0)
0.45490763411822394	-1.3800163294379828	(0.8794901082298003, 0.5623578324855337, 1.0)
0.47635038448116457	-1.3420127906039274	(0.9188823219605201, 0.5493625638276419, 1.0)
0.4582735949008619	-1.3656346784597808	(0.8909055125562257, 0.5595759933399065, 1.0)
0.46938720432449993	-1.3900764856877172	(0.8851248164643225, 0.5569199443287142, 1.0)
0.4766629477480619	-1.376060969439625	(0.8994123424789939, 0.552371095895027, 1.0)
0.4709684067123177	-1.380281299152273	(0.8923334913380213, 0.5553091654714538, 1.0)
0.47424750875725935	-1.3662698905503066	(0.9032659707375124, 0.5525466789362303, 1.0)
0.4580400915233443	-1.377170583368492	(0.8837718557727479, 0.5607301686987466, 1.0)
0.4683752211391071	-1.3785372116974595	(0.89129509071817, 0.5563004605198603, 1.0)
0.44654271908129933	-1.3631570661361319	(0.8829426997607787, 0.5644622014904619, 1.0)
0.4612150457791026	-1.3570621257227484	(0.8983312409988266, 0.557501055443653, 1.0)
0.4562598379393992	-1.3590076290787954	(0.8932348956807418, 0.5598575510748866, 1.0)
0.48080329814886247	-1.37785810064898	(0.9016465804757336, 0.5506744179065215, 1.0)
0.4694248799266754	-1.3811829702940583	(0.890548446455272, 0.5560790218202735, 1.0)
0.45745907925535995	-1.3533412940686769	(0.8975328218776966, 0.5588179223534566, 1.0)
0.46956006942395623	-1.365788999146294	(0.8998284138806449, 0.5545981009392611, 1.0)
0.44870479854836237	-1.3486424878537386	(0.8933310528621916, 0.5622222212011866, 1.0)
0.449249305090968	-1.3702329673464722	(0.8808524141081716, 0.5639283602233058, 1.0)
0.4586381835074003	-1.3515696880417785	(0.8995063666296598, 0.5581386742789246, 1.0)
0.44727527207822215	-1.3692631978802468	(0.8798383245871049, 0.5646951130089659, 1.0)
0.464126215902558	-1.3935468447051593	(0.8787035585139853, 0.5595644638195213, 1.0)
0.45763145265758126	-1.3617362250845442	(0.8927125443092924, 0.5595034334351856, 1.0)
0.458050083947746	-1.3484923858362856	(0.9008371492303429, 0.5581191554956632, 1.0)
0.4605320769795098	-1.3715340364725161	(0.8891888017717228, 0.5591217819182539, 1.0)
0.4541240243315044	-1.384703292583238	(0.8759695026976739, 0.5631263329010261, 1.0)
0.46859071035121364	-1.3763664049907125	(0.8927706138108622, 0.5560043724439716, 1.0)
0.4677879027652477	-1.3577885249489214	(0.9031154055154713, 0.5546528852095847, 1.0)
0.45241870002454393	-1.3818973054221817	(0.8763024147974359, 0.563611492284333, 1.0)
0.4523005129997431	-1.3764475128676996	(0.8795479520046249, 0.5631674070639049, 1.0)
0.463365673904765	-1.384009106101558	(0.8839338640976474, 0.5590193144327953, 1.0)
0.4679052091580616	-1.3566292881138098	(0.9038842219179035, 0.5544944247754908, 1.0)
0.4711973018493023	-1.3839486112363366	(0.8903097400947703, 0.5555473238211582, 1.0)
0.44885269702963076	-1.3665197966148397	(0.8827810738524068, 0.563765054662898, 1.0)
0.4603428558872327	-1.3822127283336596	(0.8825728191607101, 0.5601826440278244, 1.0)
0.4782824924362941	-1.3277058925767553	(0.9283739003679806, 0.5471730897667586, 1.0)
0.4532566799223911	-1.356152422148021	(0.8925268651602914, 0.5609135508875329, 1.0)
0.4633574487362688	-1.3838918498698196	(0.8839986335403285, 0.5590121414662792, 1.0)
0.4803203460710175	-1.3739727719736734	(0.9035556814515181, 0.5505294658921248, 1.0)
0.46527273905789646	-1.400577377036149	(0.8752842477850763, 0.5597111908725455, 1.0)
0.43449117479377813	-1.385332066869378	(0.8593431021141321, 0.5716093769127184, 1.0)
0.470197207083234	-1.351953414428445	(0.9084015461676032, 0.5530426401348133, 1.0)
0.4621012272210388	-1.339892293634935	(0.9089925862910523, 0.5555505527045902, 1.0)
0.45082542337028586	-1.3585499374783159	(0.8891553044288643, 0.5621898570320363, 1.0)
0.475564153842713	-1.3386874495628471	(0.9201506046142494, 0.5494125936713032, 1.0)
0.46906143748192614	-1.3578927467152402	(0.9040611400025157, 0.5540947599778547, 1.0)
0.4842543334881197	-1.358480494132315	(0.915653619391299, 0.5472998636175046, 1.0)
0.4541009145369685	-1.3665495061055735	(0.887002204264133, 0.5614853538201015, 1.0)
0.4526062627980288	-1.353057574126183	(0.8938375848470802, 0.560918600495465, 1.0)
0.45582533282724835	-1.3381888970635258	(0.9050516257190883, 0.5581694277601722, 1.0)
0.46212910472953284	-1.3177452800363945	(0.9215109623394953, 0.5535412208158669, 1.0)
0.4653185714623005	-1.3548254646850495	(0.9028919127388813, 0.5554801177988573, 1.0)
0.4657754671929841	-1.3791284043792462	(0.8888441224944696, 0.5575066014300162, 1.0)
0.4800126815908023	-1.3824397249352705	(0.8982950773309096, 0.5514596258267437, 1.0)
0.4589792897110151	-1.3722294771447103	(0.8875192916516522, 0.5598673593187253, 1.0)
0.5163817378302403	-1.1795552298172196	(1.0, 0.5155619309300657, 1.0)
0.5263092693193567	-1.154328716225409	(1.0, 0.5082842408128526, 1.0)
0.5140153982958056	-1.1748984462228147	(1.0, 0.5163146369498663, 1.0)
0.5176086977445877	-1.1903630642740524	(1.0, 0.5159356650093627, 1.0)
0.5012762888360657	-1.2476747037073208	(0.9868759902755161, 0.5291271590405716, 1.0)
0.48892867440713356	-1.2764868077457774	(0.9635840842343285, 0.5375891798342929, 1.0)
0.49642664088294836	-1.168805075242703	(1.0, 0.5243757284751969, 1.0)
0.505278796315293	-1.1784267049264	(1.0, 0.5209305400482449, 1.0)
0.5096381055664566	-1.1332479617240394	(1.0, 0.5147640509890095, 1.0)
0.5090201675071895	-1.1492377412363162	(1.0, 0.5164880945248868, 1.0)
0.5075815166064406	-1.2009155976670194	(1.0, 0.5218299338245393, 1.0)
0.5090151406283998	-1.198719220707828	(1.0, 0.520930762822854, 1.0)
0.4813830050185958	-1.176266750311708	(1.0, 0.5322089639693631, 1.0)
0.48838623120481056	-1.1755484500036855	(1.0, 0.5288262995039112, 1.0)
0.5003989959117545	-1.1557431833697644	(1.0, 0.5212961766711214, 1.0)
0.5168483614631956	-1.1921877636171796	(1.0, 0.5164794041608224, 1.0)
0.43121760355083527	-1.23757800629181	(0.941149234042906, 0.5601557847234314, 1.0)
0.47069108507807617	-1.1766551447382299	(0.9990501525376098, 0.5372453404418823, 1.0)
0.4903776195904121	-1.1703442904547705	(1.0, 0.5274191753679994, 1.0)
0.48336779591802764	-1.129987945653428	(1.0, 0.527273364803333, 1.0)
0.5020691221210414	-1.1960515425147422	(1.0, 0.5240711421037558, 1.0)
0.5114966156706133	-1.1860489478108993	(1.0, 0.518566417916898, 1.0)
0.5164755125688513	-1.1580725510741445	(1.0, 0.5135738085415753, 1.0)
0.4960710107434992	-1.1540266641637456	(1.0, 0.5232476777835073, 1.0)
0.5010298609434634	-1.1861771304819293	(1.0, 0.523690708743774, 1.0)
0.5060593495420138	-1.1820175255377423	(1.0, 0.520870809312518, 1.0)
0.4877441717046414	-1.1323042537042867	(1.0, 0.52537614064467, 1.0)
0.4927140045449748	-1.154563567477126	(1.0, 0.5249161996462988, 1.0)
0.4957613593272019	-1.197624407187199	(1.0, 0.5272517286394212, 1.0)
0.4974267441140878	-1.2046204798543627	(1.0, 0.5270776361861164, 1.0)
0.5089892758836922	-1.1649466263033208	(1.0, 0.5179040618940227, 1.0)
0.5021937640171036	-1.1779358525821555	(1.0, 0.5223904249450261, 1.0)
0.4828038962299866	-1.2578629146130151	(0.9685716699565287, 0.5387571752545665, 1.0)
0.48838561726240237	-1.187418379124285	(1.0, 0.5298692875037767, 1.0)
0.47050541259078466	-1.3638986627336045	(0.9016907708343693, 0.5540023682798992, 1.0)
0.45967136816653426	-1.34459970461927	(0.9043758687740914, 0.5570520608202048, 1.0)
0.4361876148148651	-1.3637154887202794	(0.8741896982057779, 0.5689585093960201, 1.0)
0.450063178897887	-1.3906211661176777	(0.8689506918336971, 0.5654255642978746, 1.0)
0.4786183204001094	-1.3718740030934105	(0.9034401031871758, 0.5511016369886551, 1.0)
0.44765366257619377	-1.3818486553116598	(0.8724244563521201, 0.5656688793045418, 1.0)
0.4521501388274652	-1.367987891605177	(0.8845617403981326, 0.5624657628316831, 1.0)
0.4379311645704108	-1.391087445352913	(0.8585666529360947, 0.5706662359530571, 1.0)
0.4587561269008753	-1.3536372825260368	(0.8983890805004529, 0.5582741054846887, 1.0)
0.4705154766906103	-1.3810989768298574	(0.8914775159133017, 0.5555864758079749, 1.0)
0.4600930724095659	-1.3724216127952964	(0.8883017309129446, 0.5593958722369801, 1.0)
0.4461106673623511	-1.4091424645625135	(0.8538664013915508, 0.5688140220481261, 1.0)
0.45289906143799197	-1.355082496814094	(0.8928746134757805, 0.560973235900997, 1.0)
0.4722134653150263	-1.3985097974001728	(0.8822563970545177, 0.5564507644627864, 1.0)
0.4502163627763227	-1.3489091524679562	(0.894378003351735, 0.5615881555730593, 1.0)
0.4668128616815093	-1.3693554344009653	(0.8955283436213087, 0.5561478168286479, 1.0)
0.45746657435187815	-1.3992678118892805	(0.8696577435979205, 0.5630064266385199, 1.0)
0.4706818669626161	-1.362413309499282	(0.9027014869990169, 0.5537868167342324, 1.0)
